assessment_id,learner_id,course_id,assessment_date,assessment_type,attempt_number,questions_attempted,questions_correct,score_percentage,retry_count
AS01947,L088,SCI03,2026-01-12,Quiz,1,18,13,72.2,0
AS01948,L088,SCI03,2026-01-28,Quiz,1,15,10,66.7,0
AS01949,L088,SCI03,2026-06-07,Quiz,1,18,13,72.2,0
AS01950,L088,SCI03,2026-07-05,Quiz,1,10,7,70.0,0
AS01951,L088,SCI03,2026-08-09,Quiz,2,20,14,70.0,1
AS01952,L088,ELA04,2025-10-16,Quiz,1,16,11,68.8,0
AS01953,L088,ELA04,2025-11-16,Practice,1,13,9,69.2,0
AS01954,L088,ELA04,2026-01-19,Practice,2,18,12,66.7,1
AS01955,L088,ELA04,2026-02-22,Practice,1,15,9,60.0,0
AS01956,L088,ELA04,2026-02-24,Test,1,14,10,71.4,0
AS01957,L088,ELA04,2026-03-05,Test,1,16,11,68.8,0
AS01958,L088,ELA04,2026-05-23,Quiz,1,10,7,70.0,0
AS01959,L088,ELA04,2026-05-30,Practice,2,16,10,62.5,1
AS01960,L088,ELA04,2026-07-23,Test,1,19,12,63.2,0
AS01961,L088,READ01,2025-09-09,Quiz,2,10,7,70.0,1
AS01962,L088,READ01,2025-10-04,Practice,1,11,7,63.6,0
AS01963,L088,READ01,2025-11-04,Test,2,18,11,61.1,1
AS01964,L088,READ01,2025-12-04,Practice,1,18,12,66.7,0
AS01965,L088,READ01,2026-03-01,Test,1,20,13,65.0,0
AS01966,L088,READ01,2026-05-28,Practice,1,12,8,66.7,0
AS01967,L088,READ01,2026-07-14,Quiz,1,17,11,64.7,0
AS01968,L088,READ01,2026-07-17,Test,2,18,12,66.7,1
AS01969,L088,READ01,2026-07-23,Quiz,2,13,8,61.5,1
AS01970,L089,ELA01,2025-10-04,Quiz,2,20,13,65.0,1
AS01971,L089,ELA01,2025-11-12,Test,1,18,12,66.7,0
AS01972,L089,ELA01,2025-11-19,Practice,1,20,13,65.0,0
AS01973,L089,ELA01,2026-01-03,Quiz,2,14,10,71.4,1
AS01974,L089,ELA01,2026-01-16,Quiz,1,16,11,68.8,0
AS01975,L089,ELA01,2026-03-24,Test,1,15,11,73.3,0
AS01976,L089,ELA01,2026-07-14,Practice,2,16,12,75.0,1
AS01977,L089,ELA01,2026-08-11,Quiz,2,14,10,71.4,1
AS01978,L089,ELA01,2026-08-23,Test,2,16,12,75.0,1
AS01979,L089,READ01,2025-09-22,Test,2,15,9,60.0,1
AS01980,L089,READ01,2025-11-20,Test,2,12,8,66.7,1
AS01981,L089,READ01,2025-12-05,Practice,1,10,7,70.0,0
AS01982,L089,READ01,2025-12-27,Practice,1,16,12,75.0,0
AS01983,L089,READ01,2026-01-27,Test,1,14,10,71.4,0
AS01984,L089,READ01,2026-03-01,Quiz,1,18,14,77.8,0
AS01985,L089,READ01,2026-03-11,Practice,1,13,9,69.2,0
AS01986,L089,READ01,2026-03-26,Test,1,13,9,69.2,0
AS01987,L089,READ01,2026-08-12,Practice,2,18,13,72.2,1
AS01988,L089,MATH01,2025-10-02,Test,2,10,6,60.0,1
AS01989,L089,MATH01,2025-11-08,Practice,1,10,7,70.0,0
AS01990,L089,MATH01,2026-02-22,Quiz,2,13,9,69.2,1
AS01991,L089,MATH01,2026-04-27,Practice,1,13,10,76.9,0
AS01992,L089,MATH01,2026-07-10,Practice,1,13,9,69.2,0
AS01993,L089,MATH01,2026-08-11,Test,1,19,15,78.9,0
AS01994,L089,MATH01,2026-08-19,Quiz,1,11,8,72.7,0
AS01995,L089,MATH01,2026-08-23,Quiz,1,12,9,75.0,0
AS01996,L090,SCI02,2025-11-03,Quiz,2,18,11,61.1,1
AS01997,L090,SCI02,2026-04-21,Test,1,13,8,61.5,0
AS01998,L090,SCI02,2026-04-27,Quiz,2,20,12,60.0,1
AS01999,L090,SCI02,2026-05-28,Practice,2,12,7,58.3,1
AS02000,L090,SCI02,2026-07-05,Practice,2,13,9,69.2,1
AS02001,L090,SCI02,2026-08-31,Quiz,1,10,6,60.0,0
AS02002,L090,ELA02,2025-09-05,Quiz,1,10,6,60.0,0
AS02003,L090,ELA02,2025-10-19,Quiz,1,10,6,60.0,0
AS02004,L090,ELA02,2026-02-15,Practice,2,19,11,57.9,1
AS02005,L090,ELA02,2026-03-19,Test,3,11,6,54.5,2
AS02006,L090,ELA02,2026-03-28,Quiz,1,18,11,61.1,0
AS02007,L090,ELA02,2026-04-25,Test,2,16,10,62.5,1
AS02008,L090,ELA02,2026-05-15,Practice,2,17,10,58.8,1
AS02009,L090,ELA02,2026-05-27,Test,2,19,12,63.2,1
AS02010,L090,ELA02,2026-06-10,Test,1,16,10,62.5,0
AS02011,L090,ELA03,2025-09-30,Quiz,1,14,8,57.1,0
AS02012,L090,ELA03,2025-10-10,Test,1,18,10,55.6,0
AS02013,L090,ELA03,2025-11-08,Practice,3,14,7,50.0,2
AS02014,L090,ELA03,2026-02-25,Test,2,13,8,61.5,1
AS02015,L090,ELA03,2026-03-08,Quiz,2,17,10,58.8,1
AS02016,L090,ELA03,2026-03-20,Practice,2,19,11,57.9,1
AS02017,L090,ELA03,2026-07-10,Test,3,13,7,53.8,2
AS02018,L091,ELA03,2025-10-08,Practice,1,17,15,88.2,0
AS02019,L091,ELA03,2025-11-15,Practice,2,16,13,81.2,1
AS02020,L091,ELA03,2025-12-20,Test,1,10,9,90.0,0
AS02021,L091,ELA03,2026-01-01,Test,1,14,13,92.9,0
AS02022,L091,ELA03,2026-05-17,Quiz,1,16,14,87.5,0
AS02023,L091,ELA03,2026-07-06,Practice,1,15,14,93.3,0
AS02024,L091,ELA03,2026-07-08,Practice,1,13,11,84.6,0
AS02025,L091,MATH03,2025-09-10,Quiz,1,10,9,90.0,0
AS02026,L091,MATH03,2025-09-24,Practice,1,18,14,77.8,0
AS02027,L091,MATH03,2025-10-20,Test,1,16,14,87.5,0
AS02028,L091,MATH03,2025-10-30,Quiz,1,11,10,90.9,0
AS02029,L091,MATH03,2025-11-05,Practice,1,16,14,87.5,0
AS02030,L091,MATH03,2026-04-07,Test,1,11,10,90.9,0
AS02031,L091,MATH03,2026-04-11,Quiz,2,13,11,84.6,1
AS02032,L091,MATH03,2026-05-24,Practice,1,13,11,84.6,0
AS02033,L091,MATH03,2026-08-22,Practice,2,15,14,93.3,1
AS02034,L091,READ01,2025-10-26,Quiz,1,18,15,83.3,0
AS02035,L091,READ01,2026-04-06,Test,1,19,16,84.2,0
AS02036,L091,READ01,2026-04-12,Quiz,1,14,12,85.7,0
AS02037,L091,READ01,2026-05-07,Test,1,11,10,90.9,0
AS02038,L091,READ01,2026-05-07,Practice,1,10,9,90.0,0
AS02039,L091,READ01,2026-06-20,Quiz,1,13,11,84.6,0
AS02040,L091,READ01,2026-07-18,Test,1,17,14,82.4,0
AS02041,L092,READ01,2025-09-24,Test,2,11,8,72.7,1
AS02042,L092,READ01,2025-12-18,Test,1,15,10,66.7,0
AS02043,L092,READ01,2025-12-29,Quiz,1,10,7,70.0,0
AS02044,L092,READ01,2026-03-11,Test,1,18,15,83.3,0
AS02045,L092,READ01,2026-03-28,Practice,1,19,13,68.4,0
AS02046,L092,READ01,2026-07-12,Quiz,1,14,10,71.4,0
AS02047,L092,READ01,2026-07-28,Test,1,17,14,82.4,0
AS02048,L092,MATH04,2026-03-26,Practice,1,19,14,73.7,0
AS02049,L092,MATH04,2026-04-04,Test,2,20,15,75.0,1
AS02050,L092,MATH04,2026-06-21,Test,1,20,15,75.0,0
AS02051,L092,MATH04,2026-07-04,Practice,1,20,14,70.0,0
AS02052,L092,MATH04,2026-07-17,Practice,1,11,8,72.7,0
AS02053,L092,MATH04,2026-07-18,Practice,1,12,9,75.0,0
AS02054,L092,MATH04,2026-08-28,Test,1,19,15,78.9,0
AS02055,L092,ELA04,2025-09-11,Quiz,1,14,10,71.4,0
AS02056,L092,ELA04,2025-10-23,Quiz,1,12,8,66.7,0
AS02057,L092,ELA04,2025-11-15,Quiz,1,12,8,66.7,0
AS02058,L092,ELA04,2026-01-29,Practice,1,14,10,71.4,0
AS02059,L092,ELA04,2026-02-17,Quiz,1,16,12,75.0,0
AS02060,L092,ELA04,2026-05-15,Quiz,1,16,12,75.0,0
AS02061,L092,ELA04,2026-06-17,Practice,1,18,13,72.2,0
AS02062,L093,ELA01,2025-09-16,Test,1,13,10,76.9,0
AS02063,L093,ELA01,2025-11-29,Quiz,1,13,9,69.2,0
AS02064,L093,ELA01,2026-04-02,Test,1,15,12,80.0,0
AS02065,L093,ELA01,2026-04-15,Test,1,15,11,73.3,0
AS02066,L093,ELA01,2026-04-23,Test,1,12,8,66.7,0
AS02067,L093,ELA01,2026-07-26,Practice,1,10,8,80.0,0
AS02068,L093,READ01,2025-10-31,Practice,1,19,14,73.7,0
AS02069,L093,READ01,2025-11-12,Quiz,1,10,8,80.0,0
AS02070,L093,READ01,2026-02-24,Practice,1,16,12,75.0,0
AS02071,L093,READ01,2026-03-28,Practice,1,18,13,72.2,0
AS02072,L093,READ01,2026-08-06,Test,2,20,15,75.0,1
AS02073,L093,READ01,2026-08-22,Practice,1,16,12,75.0,0
AS02074,L093,MATH01,2025-09-08,Quiz,1,20,14,70.0,0
AS02075,L093,MATH01,2025-10-08,Practice,1,18,14,77.8,0
AS02076,L093,MATH01,2025-10-21,Quiz,2,11,8,72.7,1
AS02077,L093,MATH01,2025-12-20,Quiz,1,14,11,78.6,0
AS02078,L093,MATH01,2026-04-07,Practice,1,13,10,76.9,0
AS02079,L093,MATH01,2026-05-05,Quiz,2,18,14,77.8,1
AS02080,L093,MATH01,2026-06-15,Quiz,1,10,8,80.0,0
AS02081,L093,MATH01,2026-07-20,Quiz,1,17,14,82.4,0
AS02082,L093,MATH01,2026-08-11,Test,1,10,8,80.0,0
AS02083,L094,SCI01,2025-09-29,Quiz,2,11,7,63.6,1
AS02084,L094,SCI01,2025-10-03,Quiz,1,19,13,68.4,0
AS02085,L094,SCI01,2025-10-30,Practice,1,10,7,70.0,0
AS02086,L094,SCI01,2025-12-13,Test,2,18,13,72.2,1
AS02087,L094,SCI01,2026-03-18,Test,2,14,10,71.4,1
AS02088,L094,SCI01,2026-03-19,Test,2,19,14,73.7,1
AS02089,L094,SCI01,2026-03-20,Practice,2,15,11,73.3,1
AS02090,L094,SCI01,2026-05-16,Test,1,12,8,66.7,0
AS02091,L094,SCI01,2026-07-05,Practice,1,13,10,76.9,0
AS02092,L094,READ01,2025-09-09,Test,1,17,12,70.6,0
AS02093,L094,READ01,2025-09-26,Quiz,1,14,10,71.4,0
AS02094,L094,READ01,2025-11-13,Test,1,17,12,70.6,0
AS02095,L094,READ01,2025-12-22,Practice,1,16,12,75.0,0
AS02096,L094,READ01,2026-01-17,Quiz,2,20,14,70.0,1
AS02097,L094,READ01,2026-01-22,Quiz,2,15,11,73.3,1
AS02098,L094,READ01,2026-03-08,Practice,1,17,12,70.6,0
AS02099,L094,READ01,2026-07-19,Quiz,1,16,12,75.0,0
AS02100,L094,READ01,2026-07-24,Test,1,19,13,68.4,0
AS02101,L094,MATH01,2025-09-12,Quiz,2,14,10,71.4,1
AS02102,L094,MATH01,2026-01-13,Quiz,2,13,9,69.2,1
AS02103,L094,MATH01,2026-03-23,Practice,1,11,8,72.7,0
AS02104,L094,MATH01,2026-05-27,Quiz,1,15,11,73.3,0
AS02105,L094,MATH01,2026-06-01,Practice,1,13,10,76.9,0
AS02106,L094,MATH01,2026-08-12,Quiz,1,11,8,72.7,0
AS02107,L095,READ01,2025-09-01,Practice,1,16,14,87.5,0
AS02108,L095,READ01,2025-09-06,Test,1,13,11,84.6,0
AS02109,L095,READ01,2025-10-11,Practice,1,15,13,86.7,0
AS02110,L095,READ01,2025-10-23,Practice,1,18,16,88.9,0
AS02111,L095,READ01,2025-11-23,Quiz,1,16,13,81.2,0
AS02112,L095,READ01,2025-11-24,Test,2,17,15,88.2,1
AS02113,L095,READ01,2025-12-14,Practice,1,18,16,88.9,0
AS02114,L095,READ01,2026-07-06,Quiz,2,19,18,94.7,1
AS02115,L095,READ01,2026-08-14,Quiz,1,19,19,100.0,0
AS02116,L095,MATH02,2025-09-23,Practice,1,17,15,88.2,0
AS02117,L095,MATH02,2025-09-28,Test,1,11,9,81.8,0
AS02118,L095,MATH02,2025-10-19,Practice,1,11,9,81.8,0
AS02119,L095,MATH02,2025-12-31,Quiz,1,17,15,88.2,0
AS02120,L095,MATH02,2026-01-20,Quiz,2,12,11,91.7,1
AS02121,L095,MATH02,2026-01-24,Practice,2,20,18,90.0,1
AS02122,L095,MATH02,2026-01-29,Quiz,1,19,17,89.5,0
AS02123,L095,MATH02,2026-04-09,Practice,1,11,10,90.9,0
AS02124,L095,MATH02,2026-05-20,Practice,1,18,17,94.4,0
AS02125,L095,MATH03,2026-02-22,Quiz,1,13,12,92.3,0
AS02126,L095,MATH03,2026-04-13,Quiz,1,18,16,88.9,0
AS02127,L095,MATH03,2026-05-10,Test,1,18,16,88.9,0
AS02128,L095,MATH03,2026-06-07,Practice,1,15,14,93.3,0
AS02129,L095,MATH03,2026-06-21,Practice,1,13,11,84.6,0
AS02130,L095,MATH03,2026-07-08,Test,1,10,9,90.0,0
AS02131,L095,MATH03,2026-08-18,Test,1,19,18,94.7,0
AS02132,L096,MATH03,2025-10-02,Test,1,13,7,53.8,0
AS02133,L096,MATH03,2025-10-31,Quiz,1,12,7,58.3,0
AS02134,L096,MATH03,2026-03-26,Practice,1,15,8,53.3,0
AS02135,L096,MATH03,2026-03-26,Test,2,18,11,61.1,1
AS02136,L096,MATH03,2026-04-21,Test,2,12,7,58.3,1
AS02137,L096,MATH03,2026-05-03,Quiz,3,15,8,53.3,2
AS02138,L096,MATH03,2026-05-13,Test,1,11,6,54.5,0
AS02139,L096,MATH03,2026-08-15,Practice,2,20,11,55.0,1
AS02140,L096,MATH03,2026-08-25,Quiz,1,18,11,61.1,0
AS02141,L096,SCI02,2025-10-08,Test,3,19,10,52.6,2
AS02142,L096,SCI02,2025-10-08,Test,1,16,8,50.0,0
AS02143,L096,SCI02,2025-11-16,Test,1,10,5,50.0,0
AS02144,L096,SCI02,2025-11-29,Practice,2,20,11,55.0,1
AS02145,L096,SCI02,2026-03-27,Practice,1,19,9,47.4,0
AS02146,L096,SCI02,2026-05-26,Quiz,1,18,10,55.6,0
AS02147,L096,SCI02,2026-06-19,Quiz,1,12,7,58.3,0
AS02148,L096,SCI02,2026-07-31,Test,1,15,8,53.3,0
AS02149,L096,ELA03,2026-01-07,Practice,1,14,8,57.1,0
AS02150,L096,ELA03,2026-04-10,Test,2,19,11,57.9,1
AS02151,L096,ELA03,2026-05-18,Test,3,19,10,52.6,2
AS02152,L096,ELA03,2026-06-05,Practice,1,11,6,54.5,0
AS02153,L096,ELA03,2026-07-04,Test,2,15,9,60.0,1
AS02154,L096,ELA03,2026-08-06,Quiz,2,18,10,55.6,1
AS02155,L096,ELA03,2026-08-21,Practice,2,20,11,55.0,1
AS02156,L097,MATH01,2025-12-10,Test,1,18,13,72.2,0
AS02157,L097,MATH01,2025-12-30,Test,2,12,9,75.0,1
AS02158,L097,MATH01,2026-03-19,Quiz,1,17,14,82.4,0
AS02159,L097,MATH01,2026-03-25,Test,2,19,15,78.9,1
AS02160,L097,MATH01,2026-04-18,Practice,1,20,15,75.0,0
AS02161,L097,MATH01,2026-05-03,Practice,1,19,15,78.9,0
AS02162,L097,MATH01,2026-06-06,Test,2,18,13,72.2,1
AS02163,L097,READ01,2025-11-06,Test,1,10,7,70.0,0
AS02164,L097,READ01,2025-11-18,Quiz,1,15,12,80.0,0
AS02165,L097,READ01,2025-12-10,Test,1,16,12,75.0,0
AS02166,L097,READ01,2026-02-11,Practice,1,20,16,80.0,0
AS02167,L097,READ01,2026-05-11,Quiz,1,10,8,80.0,0
AS02168,L097,READ01,2026-05-13,Practice,1,20,16,80.0,0
AS02169,L097,READ01,2026-05-17,Test,1,16,11,68.8,0
AS02170,L097,READ01,2026-05-23,Test,1,15,11,73.3,0
AS02171,L097,READ01,2026-06-23,Quiz,2,10,8,80.0,1
AS02172,L097,SCI01,2025-11-30,Practice,1,12,9,75.0,0
AS02173,L097,SCI01,2026-01-07,Quiz,1,17,14,82.4,0
AS02174,L097,SCI01,2026-01-16,Test,1,12,9,75.0,0
AS02175,L097,SCI01,2026-01-22,Quiz,2,14,10,71.4,1
AS02176,L097,SCI01,2026-02-23,Test,1,20,14,70.0,0
AS02177,L097,SCI01,2026-03-11,Practice,1,18,13,72.2,0
AS02178,L097,SCI01,2026-06-05,Quiz,1,16,13,81.2,0
AS02179,L098,ELA01,2025-10-23,Practice,1,11,8,72.7,0
AS02180,L098,ELA01,2025-11-24,Practice,1,12,8,66.7,0
AS02181,L098,ELA01,2026-01-12,Practice,2,17,12,70.6,1
AS02182,L098,ELA01,2026-02-22,Test,2,16,11,68.8,1
AS02183,L098,ELA01,2026-03-27,Test,1,12,9,75.0,0
AS02184,L098,ELA01,2026-06-07,Quiz,1,13,10,76.9,0
AS02185,L098,ELA01,2026-06-21,Test,1,15,10,66.7,0
AS02186,L098,SCI01,2025-10-23,Test,2,15,10,66.7,1
AS02187,L098,SCI01,2025-10-25,Practice,2,17,10,58.8,1
AS02188,L098,SCI01,2025-12-24,Test,1,18,12,66.7,0
AS02189,L098,SCI01,2026-03-09,Test,1,15,11,73.3,0
AS02190,L098,SCI01,2026-03-20,Quiz,1,14,9,64.3,0
AS02191,L098,SCI01,2026-05-17,Test,2,10,7,70.0,1
AS02192,L098,SCI01,2026-06-14,Test,2,19,14,73.7,1
AS02193,L098,SCI01,2026-08-30,Quiz,1,18,13,72.2,0
AS02194,L098,READ01,2025-09-25,Practice,1,18,12,66.7,0
AS02195,L098,READ01,2025-11-24,Quiz,2,19,12,63.2,1
AS02196,L098,READ01,2025-12-11,Quiz,1,11,7,63.6,0
AS02197,L098,READ01,2026-05-05,Practice,2,16,10,62.5,1
AS02198,L098,READ01,2026-05-06,Practice,1,14,10,71.4,0
AS02199,L098,READ01,2026-07-04,Quiz,2,15,11,73.3,1
AS02200,L099,ELA04,2025-10-20,Practice,1,13,10,76.9,0
AS02201,L099,ELA04,2025-12-19,Test,2,15,11,73.3,1
AS02202,L099,ELA04,2026-03-07,Quiz,1,14,10,71.4,0
AS02203,L099,ELA04,2026-04-03,Practice,1,20,15,75.0,0
AS02204,L099,ELA04,2026-05-02,Practice,2,11,9,81.8,1
AS02205,L099,ELA04,2026-05-27,Test,1,12,10,83.3,0
AS02206,L099,ELA04,2026-07-15,Quiz,1,18,16,88.9,0
AS02207,L099,SCI03,2025-09-04,Test,1,13,11,84.6,0
AS02208,L099,SCI03,2025-10-01,Practice,1,18,13,72.2,0
AS02209,L099,SCI03,2025-11-06,Quiz,2,16,12,75.0,1
AS02210,L099,SCI03,2025-11-07,Practice,1,15,11,73.3,0
AS02211,L099,SCI03,2026-01-18,Practice,2,16,12,75.0,1
AS02212,L099,SCI03,2026-03-04,Practice,1,19,15,78.9,0
AS02213,L099,SCI03,2026-05-03,Practice,1,18,16,88.9,0
AS02214,L099,SCI03,2026-06-15,Test,2,12,9,75.0,1
AS02215,L099,SCI03,2026-07-07,Test,1,15,12,80.0,0
AS02216,L099,READ01,2026-02-10,Test,1,19,16,84.2,0
AS02217,L099,READ01,2026-02-21,Test,1,12,9,75.0,0
AS02218,L099,READ01,2026-03-06,Test,1,11,9,81.8,0
AS02219,L099,READ01,2026-04-05,Quiz,1,16,13,81.2,0
AS02220,L099,READ01,2026-06-05,Quiz,1,12,10,83.3,0
AS02221,L099,READ01,2026-06-29,Practice,2,10,8,80.0,1
AS02222,L099,READ01,2026-07-21,Test,1,15,13,86.7,0
AS02223,L099,READ01,2026-08-31,Quiz,1,20,15,75.0,0
AS02224,L100,SCI01,2025-10-06,Practice,1,10,8,80.0,0
AS02225,L100,SCI01,2025-10-30,Test,1,10,8,80.0,0
AS02226,L100,SCI01,2025-11-07,Test,1,20,14,70.0,0
AS02227,L100,SCI01,2025-12-16,Practice,1,12,10,83.3,0
AS02228,L100,SCI01,2026-02-10,Test,2,14,11,78.6,1
AS02229,L100,SCI01,2026-02-14,Practice,1,18,15,83.3,0
AS02230,L100,SCI01,2026-07-27,Test,1,19,15,78.9,0
AS02231,L100,READ01,2025-11-13,Test,1,20,15,75.0,0
AS02232,L100,READ01,2025-12-23,Test,1,10,8,80.0,0
AS02233,L100,READ01,2026-01-28,Practice,1,12,10,83.3,0
AS02234,L100,READ01,2026-04-05,Quiz,1,13,10,76.9,0
AS02235,L100,READ01,2026-04-14,Quiz,1,18,15,83.3,0
AS02236,L100,READ01,2026-04-18,Quiz,1,18,14,77.8,0
AS02237,L100,READ01,2026-05-14,Quiz,1,12,10,83.3,0
AS02238,L100,READ01,2026-07-24,Quiz,1,12,10,83.3,0
AS02239,L100,READ01,2026-08-20,Practice,2,20,17,85.0,1
AS02240,L100,MATH01,2025-09-05,Quiz,2,16,12,75.0,1
AS02241,L100,MATH01,2025-10-01,Practice,1,13,10,76.9,0
AS02242,L100,MATH01,2025-10-17,Quiz,2,15,11,73.3,1
AS02243,L100,MATH01,2026-01-04,Test,1,17,13,76.5,0
AS02244,L100,MATH01,2026-03-13,Quiz,1,11,9,81.8,0
AS02245,L100,MATH01,2026-05-25,Practice,1,12,10,83.3,0
