activity_id,learner_id,course_id,activity_date,lesson_id,session_minutes,activities_completed,participation_rate,completion_percentage
A01296,L024,SCI03,2025-09-08,SCI03_L04,42,4,95.0,95.5
A01297,L024,SCI03,2025-12-07,SCI03_L12,44,4,60.3,65.4
A01298,L024,SCI03,2025-10-31,SCI03_L12,35,4,73.6,85.9
A01299,L024,SCI03,2026-05-04,SCI03_L15,55,4,76.3,61.0
A01300,L024,SCI03,2026-01-03,SCI03_L12,33,2,78.3,97.5
A01301,L024,ELA04,2026-03-23,ELA04_L08,43,4,85.0,68.4
A01302,L024,ELA04,2026-06-10,ELA04_L11,45,3,75.5,45.1
A01303,L024,ELA04,2026-01-23,ELA04_L13,37,4,77.5,86.3
A01304,L024,ELA04,2026-04-27,ELA04_L12,40,5,84.4,66.2
A01305,L024,ELA04,2026-02-05,ELA04_L09,43,3,83.4,65.3
A01306,L024,ELA04,2026-03-04,ELA04_L16,33,5,73.4,66.0
A01307,L024,ELA04,2026-04-27,ELA04_L04,33,5,72.5,72.6
A01308,L024,ELA04,2026-04-29,ELA04_L11,37,5,77.9,68.9
A01309,L024,ELA04,2025-12-14,ELA04_L12,40,4,89.9,100.0
A01310,L024,ELA04,2026-02-08,ELA04_L14,35,3,70.9,82.3
A01311,L024,ELA04,2025-09-24,ELA04_L08,52,5,92.9,90.5
A01312,L024,ELA04,2025-11-14,ELA04_L01,25,6,76.4,82.0
A01313,L024,ELA04,2026-01-12,ELA04_L14,49,3,75.4,80.3
A01314,L024,READ01,2025-11-18,READ01_L04,43,4,78.0,60.5
A01315,L024,READ01,2026-02-16,READ01_L04,47,4,79.9,89.2
A01316,L024,READ01,2026-03-14,READ01_L10,38,3,71.0,79.9
A01317,L024,READ01,2026-01-04,READ01_L08,44,5,79.6,87.9
A01318,L024,READ01,2026-06-09,READ01_L11,30,4,81.5,75.1
A01319,L024,READ01,2026-08-17,READ01_L06,35,3,76.6,53.1
A01320,L024,READ01,2026-01-10,READ01_L13,40,3,74.0,74.2
A01321,L024,READ01,2026-05-09,READ01_L12,46,6,94.5,99.2
A01322,L024,READ01,2026-07-26,READ01_L12,33,3,88.7,55.8
A01323,L024,READ01,2026-05-10,READ01_L08,51,3,88.8,85.8
A01324,L024,READ01,2025-11-26,READ01_L12,41,5,73.3,52.4
A01325,L024,READ01,2026-02-28,READ01_L03,36,4,82.6,88.1
A01326,L024,READ01,2025-11-11,READ01_L12,37,4,77.8,89.5
A01327,L024,READ01,2026-06-07,READ01_L08,40,3,82.7,78.1
A01328,L024,MATH04,2026-06-05,MATH04_L02,39,5,86.5,100.0
A01329,L024,MATH04,2026-05-27,MATH04_L02,39,3,87.6,57.0
A01330,L024,MATH04,2025-10-09,MATH04_L02,36,4,78.0,76.1
A01331,L024,MATH04,2025-09-04,MATH04_L14,24,3,76.8,82.5
A01332,L024,MATH04,2025-11-10,MATH04_L08,38,4,93.1,100.0
A01333,L024,MATH04,2025-10-05,MATH04_L05,41,3,72.8,83.2
A01334,L024,MATH04,2025-09-05,MATH04_L07,41,3,80.5,89.0
A01335,L024,MATH04,2026-05-17,MATH04_L15,30,4,96.0,98.8
A01336,L024,MATH04,2026-03-11,MATH04_L02,34,1,85.6,100.0
A01337,L024,MATH04,2026-07-14,MATH04_L16,24,3,85.4,100.0
A01338,L024,MATH04,2026-08-04,MATH04_L16,46,4,90.9,91.9
A01339,L024,MATH04,2025-09-09,MATH04_L01,47,3,78.3,68.6
A01340,L025,MATH03,2026-06-10,MATH03_L07,42,6,100.0,91.9
A01341,L025,MATH03,2025-09-07,MATH03_L01,35,5,93.3,75.6
A01342,L025,MATH03,2026-05-30,MATH03_L12,31,5,89.9,98.5
A01343,L025,MATH03,2026-01-19,MATH03_L09,53,7,79.9,80.5
A01344,L025,MATH03,2026-01-25,MATH03_L01,65,3,88.6,88.9
A01345,L025,MATH03,2026-05-16,MATH03_L12,53,5,95.2,89.2
A01346,L025,MATH03,2026-08-12,MATH03_L07,40,4,86.2,86.7
A01347,L025,MATH03,2025-12-01,MATH03_L02,31,6,89.3,83.3
A01348,L025,MATH03,2025-10-20,MATH03_L09,41,5,83.6,62.7
A01349,L025,MATH03,2025-11-16,MATH03_L04,34,6,96.4,100.0
A01350,L025,MATH03,2025-12-08,MATH03_L10,37,5,90.6,97.9
A01351,L025,MATH03,2026-05-28,MATH03_L05,41,5,93.6,86.3
A01352,L025,MATH03,2026-03-01,MATH03_L05,26,6,91.0,94.6
A01353,L025,MATH03,2026-03-23,MATH03_L02,58,5,87.6,75.2
A01354,L025,MATH03,2026-03-11,MATH03_L07,46,5,100.0,94.9
A01355,L025,MATH03,2026-04-24,MATH03_L10,41,5,97.4,74.5
A01356,L025,MATH03,2026-01-03,MATH03_L12,56,4,90.3,83.1
A01357,L025,MATH03,2025-12-25,MATH03_L05,33,2,90.2,87.4
A01358,L025,READ01,2026-08-01,READ01_L14,42,5,94.9,95.4
A01359,L025,READ01,2026-07-30,READ01_L13,41,4,100.0,96.6
A01360,L025,READ01,2025-09-17,READ01_L02,54,4,98.4,99.6
A01361,L025,READ01,2026-03-27,READ01_L07,35,5,96.5,78.9
A01362,L025,READ01,2026-03-13,READ01_L09,46,4,79.6,82.1
A01363,L025,READ01,2026-05-02,READ01_L01,35,5,93.6,78.8
A01364,L025,READ01,2026-07-24,READ01_L01,32,4,100.0,87.5
A01365,L025,READ01,2026-08-26,READ01_L03,40,4,98.3,100.0
A01366,L025,READ01,2025-10-13,READ01_L08,47,4,94.0,77.2
A01367,L025,READ01,2026-04-11,READ01_L11,40,5,94.6,93.7
A01368,L025,READ01,2026-02-17,READ01_L10,30,7,95.4,93.4
A01369,L025,MATH02,2026-05-29,MATH02_L01,36,5,99.4,83.7
A01370,L025,MATH02,2025-12-27,MATH02_L04,40,5,97.4,100.0
A01371,L025,MATH02,2026-08-21,MATH02_L10,37,5,83.9,100.0
A01372,L025,MATH02,2026-05-02,MATH02_L05,47,5,92.7,100.0
A01373,L025,MATH02,2025-09-24,MATH02_L02,43,3,79.8,49.7
A01374,L025,MATH02,2026-08-17,MATH02_L05,44,4,96.2,94.9
A01375,L025,MATH02,2026-06-06,MATH02_L10,41,5,100.0,92.2
A01376,L025,MATH02,2026-08-03,MATH02_L01,41,4,96.1,100.0
A01377,L025,MATH02,2025-12-01,MATH02_L14,44,2,100.0,95.7
A01378,L025,MATH02,2026-02-09,MATH02_L01,41,6,100.0,100.0
A01379,L025,MATH02,2025-12-16,MATH02_L10,36,2,95.5,100.0
A01380,L025,ELA02,2026-08-31,ELA02_L14,44,3,87.3,84.1
A01381,L025,ELA02,2026-03-23,ELA02_L02,45,4,94.0,100.0
A01382,L025,ELA02,2026-02-01,ELA02_L03,29,5,89.0,89.4
A01383,L025,ELA02,2026-06-16,ELA02_L04,54,4,95.1,93.6
A01384,L025,ELA02,2026-06-18,ELA02_L14,49,5,85.0,79.9
A01385,L025,ELA02,2026-03-19,ELA02_L11,54,3,78.5,71.4
A01386,L025,ELA02,2026-06-04,ELA02_L06,33,3,96.6,71.2
A01387,L025,ELA02,2026-03-16,ELA02_L13,38,8,99.5,87.6
A01388,L025,ELA02,2025-11-11,ELA02_L13,38,5,86.4,80.8
A01389,L025,ELA02,2026-08-19,ELA02_L12,35,3,98.7,77.1
A01390,L025,ELA02,2025-10-11,ELA02_L09,38,4,76.0,68.4
A01391,L025,ELA02,2026-02-25,ELA02_L01,52,4,100.0,78.5
A01392,L026,READ01,2026-04-12,READ01_L04,33,3,71.5,63.1
A01393,L026,READ01,2025-10-09,READ01_L06,34,3,70.8,73.3
A01394,L026,READ01,2026-07-07,READ01_L13,30,5,78.9,67.2
A01395,L026,READ01,2026-07-12,READ01_L10,40,3,63.1,67.0
A01396,L026,READ01,2026-03-23,READ01_L13,48,4,56.8,38.8
A01397,L026,READ01,2026-02-15,READ01_L01,51,3,64.2,54.2
A01398,L026,READ01,2026-07-22,READ01_L05,35,4,57.9,66.5
A01399,L026,READ01,2026-04-19,READ01_L08,25,4,64.9,76.9
A01400,L026,READ01,2025-12-26,READ01_L06,46,4,63.5,76.6
A01401,L026,READ01,2026-06-11,READ01_L07,17,4,75.5,88.2
A01402,L026,READ01,2026-04-10,READ01_L03,34,4,68.9,34.1
A01403,L026,SCI01,2025-10-14,SCI01_L10,30,4,89.4,88.4
A01404,L026,SCI01,2026-01-30,SCI01_L04,41,4,86.1,75.4
A01405,L026,SCI01,2025-10-08,SCI01_L02,22,4,82.4,69.2
A01406,L026,SCI01,2026-01-16,SCI01_L03,39,4,86.1,87.0
A01407,L026,SCI01,2026-03-14,SCI01_L12,30,4,62.0,64.0
A01408,L026,SCI01,2026-07-22,SCI01_L03,41,3,85.5,75.9
A01409,L026,SCI01,2026-03-19,SCI01_L06,19,5,76.9,82.2
A01410,L026,SCI01,2026-03-04,SCI01_L02,25,5,85.9,100.0
A01411,L026,SCI01,2025-10-17,SCI01_L01,43,4,65.5,46.9
A01412,L026,SCI01,2026-02-05,SCI01_L08,44,3,80.0,94.0
A01413,L026,SCI01,2026-03-04,SCI01_L05,25,4,62.7,63.0
A01414,L026,SCI01,2025-10-23,SCI01_L03,44,4,70.3,80.6
A01415,L026,SCI01,2025-10-15,SCI01_L03,42,3,75.1,99.7
A01416,L026,SCI01,2026-04-09,SCI01_L08,54,4,69.5,53.0
A01417,L026,SCI01,2026-06-13,SCI01_L09,38,5,87.0,100.0
A01418,L026,SCI01,2026-05-21,SCI01_L07,33,5,78.7,78.8
A01419,L026,ELA01,2025-09-14,ELA01_L02,20,4,81.5,73.9
A01420,L026,ELA01,2026-03-01,ELA01_L09,42,4,89.3,95.1
A01421,L026,ELA01,2025-10-18,ELA01_L10,50,6,68.1,72.8
A01422,L026,ELA01,2026-07-04,ELA01_L06,33,3,88.8,89.3
A01423,L026,ELA01,2026-03-17,ELA01_L01,34,4,79.5,83.2
A01424,L026,ELA01,2026-01-28,ELA01_L07,41,5,68.1,70.1
A01425,L026,ELA01,2026-03-18,ELA01_L02,28,4,85.3,71.2
A01426,L026,ELA01,2026-06-14,ELA01_L04,32,3,67.1,60.6
A01427,L026,ELA01,2026-06-20,ELA01_L09,44,3,74.3,55.3
A01428,L026,ELA01,2025-11-26,ELA01_L11,31,4,85.2,90.5
A01429,L026,ELA01,2026-03-14,ELA01_L03,46,4,77.6,67.3
A01430,L026,MATH01,2026-01-16,MATH01_L05,39,4,93.5,100.0
A01431,L026,MATH01,2026-01-16,MATH01_L08,41,6,78.0,74.7
A01432,L026,MATH01,2025-11-14,MATH01_L02,38,5,73.5,55.4
A01433,L026,MATH01,2025-11-25,MATH01_L07,33,2,60.3,55.2
A01434,L026,MATH01,2026-01-20,MATH01_L07,30,2,80.1,80.9
A01435,L026,MATH01,2026-02-01,MATH01_L08,24,5,82.9,92.8
A01436,L026,MATH01,2025-10-10,MATH01_L06,47,6,83.7,79.4
A01437,L026,MATH01,2026-01-07,MATH01_L04,34,4,76.9,95.3
A01438,L026,MATH01,2026-07-18,MATH01_L08,30,5,65.3,77.5
A01439,L026,MATH01,2026-07-02,MATH01_L10,44,4,73.1,91.1
A01440,L026,MATH01,2025-12-10,MATH01_L08,46,6,76.6,83.8
A01441,L026,MATH01,2025-10-25,MATH01_L03,43,3,76.4,100.0
A01442,L027,READ01,2025-09-04,READ01_L07,28,2,52.6,65.8
A01443,L027,READ01,2026-02-18,READ01_L14,26,3,58.1,40.0
A01444,L027,READ01,2026-07-15,READ01_L07,33,4,52.6,43.4
A01445,L027,READ01,2026-02-16,READ01_L08,23,1,40.9,57.0
A01446,L027,READ01,2026-02-19,READ01_L07,32,4,63.5,65.1
A01447,L027,READ01,2026-07-31,READ01_L10,27,2,50.4,31.8
A01448,L027,READ01,2025-11-09,READ01_L05,30,3,53.3,54.4
A01449,L027,READ01,2026-02-12,READ01_L10,23,3,49.8,58.7
A01450,L027,READ01,2026-08-22,READ01_L04,31,3,42.0,33.4
A01451,L027,READ01,2026-05-04,READ01_L06,32,1,46.4,50.6
A01452,L027,READ01,2025-11-30,READ01_L07,38,5,44.0,33.7
A01453,L027,READ01,2026-02-11,READ01_L05,24,4,55.4,40.2
A01454,L027,READ01,2026-08-22,READ01_L11,23,2,55.0,42.6
A01455,L027,READ01,2026-05-10,READ01_L10,23,3,57.7,53.6
A01456,L027,MATH01,2026-02-14,MATH01_L07,31,2,50.2,52.8
A01457,L027,MATH01,2026-01-22,MATH01_L07,24,4,63.4,81.4
A01458,L027,MATH01,2026-03-06,MATH01_L02,18,3,44.6,38.1
A01459,L027,MATH01,2026-06-16,MATH01_L04,30,2,66.1,52.3
A01460,L027,MATH01,2026-07-01,MATH01_L09,25,3,59.9,71.3
A01461,L027,MATH01,2025-12-02,MATH01_L11,29,3,47.3,55.5
A01462,L027,MATH01,2026-06-09,MATH01_L01,28,3,55.9,51.4
A01463,L027,MATH01,2026-04-25,MATH01_L12,32,4,39.3,28.7
A01464,L027,MATH01,2025-12-17,MATH01_L08,23,3,45.0,50.3
A01465,L027,MATH01,2026-01-28,MATH01_L12,23,3,49.9,31.1
A01466,L027,MATH01,2025-10-06,MATH01_L07,37,1,52.3,33.9
A01467,L027,MATH01,2026-08-11,MATH01_L08,25,4,63.8,61.9
A01468,L027,MATH01,2025-11-11,MATH01_L11,33,2,49.9,51.4
A01469,L027,SCI01,2026-01-02,SCI01_L05,19,3,48.1,44.9
A01470,L027,SCI01,2026-08-04,SCI01_L03,20,4,49.9,60.4
A01471,L027,SCI01,2026-04-05,SCI01_L07,27,1,58.9,82.3
A01472,L027,SCI01,2025-10-08,SCI01_L08,24,3,50.7,64.7
A01473,L027,SCI01,2026-07-04,SCI01_L08,40,4,51.0,38.0
A01474,L027,SCI01,2026-06-26,SCI01_L07,38,1,45.8,44.0
A01475,L027,SCI01,2026-06-01,SCI01_L09,26,2,39.7,35.4
A01476,L027,SCI01,2026-08-21,SCI01_L07,21,5,46.7,69.1
A01477,L027,SCI01,2026-06-06,SCI01_L01,43,2,41.9,43.4
A01478,L027,SCI01,2026-03-04,SCI01_L12,25,4,50.6,52.2
A01479,L027,SCI01,2026-06-02,SCI01_L10,19,2,47.3,27.6
A01480,L027,SCI01,2026-07-24,SCI01_L02,20,2,51.2,67.7
A01481,L027,SCI01,2025-10-26,SCI01_L04,30,2,60.7,83.3
A01482,L027,SCI01,2026-08-03,SCI01_L11,27,1,55.3,60.0
A01483,L027,ELA01,2025-11-25,ELA01_L11,25,3,57.8,53.4
A01484,L027,ELA01,2026-07-11,ELA01_L01,10,2,49.7,61.3
A01485,L027,ELA01,2026-06-16,ELA01_L11,30,2,46.1,50.4
A01486,L027,ELA01,2026-08-13,ELA01_L11,22,4,49.4,60.6
A01487,L027,ELA01,2026-03-24,ELA01_L06,34,3,46.3,54.0
A01488,L027,ELA01,2026-04-09,ELA01_L02,38,2,37.6,33.3
A01489,L027,ELA01,2025-09-06,ELA01_L02,32,2,72.3,45.8
A01490,L027,ELA01,2026-01-11,ELA01_L04,19,2,62.3,58.3
A01491,L027,ELA01,2026-05-20,ELA01_L12,36,2,62.5,66.2
A01492,L027,ELA01,2026-05-24,ELA01_L09,31,3,46.3,58.0
A01493,L027,ELA01,2026-06-25,ELA01_L12,34,2,58.9,67.8
A01494,L027,ELA01,2026-06-22,ELA01_L04,21,2,50.4,51.4
A01495,L027,ELA01,2026-04-17,ELA01_L06,28,1,58.4,59.1
A01496,L027,ELA01,2026-03-20,ELA01_L08,31,3,52.1,64.3
A01497,L027,ELA01,2026-08-14,ELA01_L10,25,2,46.4,54.8
A01498,L028,ELA04,2025-11-17,ELA04_L12,40,4,100.0,100.0
A01499,L028,ELA04,2025-09-13,ELA04_L16,46,3,96.8,100.0
A01500,L028,ELA04,2025-10-24,ELA04_L10,33,4,85.3,78.3
A01501,L028,ELA04,2026-04-01,ELA04_L03,31,6,91.0,100.0
A01502,L028,ELA04,2025-10-30,ELA04_L05,50,4,77.2,87.4
A01503,L028,ELA04,2026-02-26,ELA04_L10,43,4,92.2,100.0
A01504,L028,ELA04,2026-02-23,ELA04_L15,47,6,82.8,91.4
A01505,L028,ELA04,2025-12-15,ELA04_L16,38,6,100.0,98.7
A01506,L028,ELA04,2026-02-26,ELA04_L16,42,4,100.0,100.0
A01507,L028,ELA04,2025-10-20,ELA04_L15,31,4,88.8,96.2
A01508,L028,ELA04,2026-08-23,ELA04_L15,43,6,100.0,83.7
A01509,L028,ELA04,2026-02-11,ELA04_L03,40,5,89.2,90.2
A01510,L028,ELA04,2026-02-01,ELA04_L02,39,5,98.3,97.7
A01511,L028,ELA04,2026-08-30,ELA04_L04,41,4,85.3,83.3
A01512,L028,ELA04,2025-09-12,ELA04_L11,43,4,93.0,100.0
A01513,L028,ELA04,2026-07-29,ELA04_L04,37,7,83.4,70.9
A01514,L028,ELA04,2026-08-13,ELA04_L06,48,3,81.9,79.1
A01515,L028,ELA04,2026-01-03,ELA04_L06,30,3,100.0,82.0
A01516,L028,MATH04,2025-11-21,MATH04_L11,51,4,99.9,100.0
A01517,L028,MATH04,2026-06-14,MATH04_L14,57,4,100.0,72.4
A01518,L028,MATH04,2026-04-25,MATH04_L08,39,4,86.2,83.9
A01519,L028,MATH04,2026-03-27,MATH04_L06,53,4,100.0,100.0
A01520,L028,MATH04,2025-12-05,MATH04_L14,43,6,95.6,96.5
A01521,L028,MATH04,2026-03-22,MATH04_L01,31,4,100.0,98.5
A01522,L028,MATH04,2026-07-12,MATH04_L07,52,5,96.3,79.2
A01523,L028,MATH04,2026-04-19,MATH04_L14,48,3,99.5,99.4
A01524,L028,MATH04,2026-03-19,MATH04_L01,37,4,80.0,89.7
A01525,L028,MATH04,2026-08-27,MATH04_L07,32,6,93.7,76.5
A01526,L028,MATH04,2025-12-15,MATH04_L09,36,4,95.4,100.0
A01527,L028,MATH04,2026-08-27,MATH04_L03,53,5,96.9,100.0
A01528,L028,MATH04,2026-06-23,MATH04_L04,44,5,89.2,88.1
A01529,L028,MATH04,2026-06-02,MATH04_L06,45,5,78.3,70.1
A01530,L028,MATH04,2026-03-07,MATH04_L11,54,5,82.5,79.7
A01531,L028,MATH04,2025-12-10,MATH04_L15,36,6,83.6,85.3
A01532,L028,MATH04,2025-10-29,MATH04_L09,46,4,88.3,100.0
A01533,L028,MATH04,2026-08-10,MATH04_L16,39,4,100.0,68.6
A01534,L028,READ01,2026-07-25,READ01_L06,32,5,80.9,77.0
A01535,L028,READ01,2026-07-03,READ01_L07,40,5,82.0,88.3
A01536,L028,READ01,2026-07-10,READ01_L07,41,3,77.5,88.4
A01537,L028,READ01,2026-06-28,READ01_L02,35,4,99.0,93.5
A01538,L028,READ01,2026-02-26,READ01_L06,45,4,74.7,86.4
A01539,L028,READ01,2026-04-23,READ01_L10,37,3,83.9,71.9
A01540,L028,READ01,2025-11-28,READ01_L14,50,4,83.3,84.8
A01541,L028,READ01,2026-08-11,READ01_L12,32,4,89.7,96.9
A01542,L028,READ01,2026-01-31,READ01_L10,49,4,83.1,77.3
A01543,L028,READ01,2026-06-30,READ01_L02,37,5,97.0,93.2
A01544,L028,READ01,2026-08-11,READ01_L03,23,3,93.8,100.0
A01545,L028,READ01,2026-02-08,READ01_L02,35,4,100.0,100.0
A01546,L028,READ01,2026-01-01,READ01_L05,26,4,98.3,94.3
A01547,L028,READ01,2025-10-30,READ01_L03,62,4,98.4,81.5
A01548,L028,READ01,2026-03-11,READ01_L12,53,5,96.0,85.1
A01549,L028,READ01,2025-11-12,READ01_L09,48,4,100.0,100.0
A01550,L028,READ01,2026-03-18,READ01_L07,52,5,100.0,95.7
A01551,L028,READ01,2026-07-03,READ01_L03,33,5,100.0,83.6
A01552,L028,SCI03,2026-04-05,SCI03_L03,40,6,100.0,100.0
A01553,L028,SCI03,2026-05-08,SCI03_L11,54,6,82.9,93.5
A01554,L028,SCI03,2026-06-03,SCI03_L12,40,5,86.6,78.2
A01555,L028,SCI03,2026-07-28,SCI03_L15,43,2,100.0,100.0
A01556,L028,SCI03,2025-11-28,SCI03_L09,42,4,89.9,99.6
A01557,L028,SCI03,2025-11-25,SCI03_L08,45,4,100.0,99.5
A01558,L028,SCI03,2026-01-26,SCI03_L03,36,5,92.9,98.4
A01559,L028,SCI03,2025-12-05,SCI03_L06,52,4,100.0,100.0
A01560,L028,SCI03,2026-04-19,SCI03_L10,48,4,85.1,72.8
A01561,L028,SCI03,2025-09-28,SCI03_L14,21,3,95.0,92.8
A01562,L028,SCI03,2026-03-03,SCI03_L01,39,3,93.4,83.6
A01563,L028,SCI03,2026-05-07,SCI03_L03,47,5,95.9,100.0
A01564,L028,SCI03,2025-12-09,SCI03_L14,36,4,95.9,79.1
A01565,L028,SCI03,2026-03-16,SCI03_L09,51,5,91.9,100.0
A01566,L028,SCI03,2026-05-17,SCI03_L11,53,4,90.3,100.0
A01567,L028,SCI03,2026-05-12,SCI03_L07,48,6,92.6,90.2
A01568,L029,READ01,2026-04-01,READ01_L12,46,3,70.7,54.9
A01569,L029,READ01,2026-04-16,READ01_L08,31,4,86.1,100.0
A01570,L029,READ01,2025-11-25,READ01_L02,27,4,64.1,42.6
A01571,L029,READ01,2026-06-17,READ01_L01,37,3,66.7,48.2
A01572,L029,READ01,2025-12-22,READ01_L05,36,5,81.7,78.6
A01573,L029,READ01,2025-09-17,READ01_L05,37,3,61.9,47.8
A01574,L029,READ01,2025-12-25,READ01_L09,30,2,80.7,96.7
A01575,L029,READ01,2026-01-26,READ01_L03,30,2,64.9,85.8
A01576,L029,READ01,2026-04-23,READ01_L10,36,4,58.7,63.7
A01577,L029,READ01,2026-05-12,READ01_L09,22,3,68.5,70.8
A01578,L029,READ01,2026-05-20,READ01_L02,37,4,62.7,74.2
A01579,L029,READ01,2026-06-21,READ01_L02,53,4,59.2,59.1
A01580,L029,READ01,2026-01-16,READ01_L13,54,2,77.7,75.0
A01581,L029,READ01,2026-06-06,READ01_L14,37,4,50.0,49.5
A01582,L029,READ01,2026-03-07,READ01_L09,19,4,63.7,81.2
A01583,L029,READ01,2025-09-22,READ01_L13,39,2,64.3,69.7
A01584,L029,READ01,2026-04-14,READ01_L09,29,3,65.8,61.1
A01585,L029,ELA04,2026-04-06,ELA04_L04,25,3,72.0,71.5
A01586,L029,ELA04,2026-08-01,ELA04_L08,50,3,60.2,52.2
A01587,L029,ELA04,2026-01-31,ELA04_L02,50,4,61.2,49.9
A01588,L029,ELA04,2026-04-19,ELA04_L09,37,4,77.8,73.7
A01589,L029,ELA04,2026-02-26,ELA04_L03,38,3,63.0,84.8
A01590,L029,ELA04,2026-04-13,ELA04_L04,47,3,58.8,62.4
A01591,L029,ELA04,2025-12-31,ELA04_L07,30,4,75.6,43.2
A01592,L029,ELA04,2026-06-29,ELA04_L12,28,2,63.2,60.6
A01593,L029,ELA04,2026-08-30,ELA04_L14,41,4,72.1,64.1
A01594,L029,ELA04,2025-11-24,ELA04_L05,36,4,71.9,81.3
A01595,L029,ELA04,2025-12-15,ELA04_L07,28,3,69.2,62.6
A01596,L029,ELA04,2025-10-01,ELA04_L12,37,4,66.5,65.8
A01597,L029,ELA04,2026-05-31,ELA04_L09,36,3,69.1,58.0
A01598,L029,SCI03,2025-11-26,SCI03_L06,30,4,54.9,46.5
A01599,L029,SCI03,2026-08-27,SCI03_L05,39,4,67.1,54.1
A01600,L029,SCI03,2026-01-27,SCI03_L10,44,2,77.0,67.1
A01601,L029,SCI03,2026-01-15,SCI03_L14,34,1,78.5,61.7
A01602,L029,SCI03,2026-05-22,SCI03_L15,26,3,67.0,67.4
A01603,L029,SCI03,2026-08-14,SCI03_L14,33,5,80.7,97.8
A01604,L029,SCI03,2025-10-19,SCI03_L03,37,1,80.5,86.0
A01605,L029,SCI03,2026-03-30,SCI03_L15,35,5,77.4,87.7
A01606,L029,SCI03,2025-10-01,SCI03_L05,44,4,73.5,43.6
A01607,L029,SCI03,2026-08-02,SCI03_L03,45,3,65.0,62.3
A01608,L029,SCI03,2026-08-26,SCI03_L14,49,5,60.6,50.0
A01609,L029,SCI03,2025-11-07,SCI03_L04,30,4,70.2,76.3
A01610,L029,SCI03,2025-11-14,SCI03_L12,38,6,75.5,63.1
A01611,L029,SCI03,2026-02-12,SCI03_L14,32,2,55.3,37.4
A01612,L029,SCI03,2026-01-05,SCI03_L13,28,2,61.0,67.2
A01613,L029,SCI03,2026-08-13,SCI03_L07,34,4,64.9,55.7
A01614,L029,SCI03,2026-05-09,SCI03_L03,38,2,66.9,38.2
A01615,L029,SCI03,2026-06-23,SCI03_L11,39,6,71.7,73.6
A01616,L029,MATH04,2026-07-19,MATH04_L14,34,4,75.5,95.5
A01617,L029,MATH04,2026-03-12,MATH04_L15,39,6,52.0,55.4
A01618,L029,MATH04,2025-10-09,MATH04_L03,30,3,82.2,82.6
A01619,L029,MATH04,2026-03-26,MATH04_L09,26,2,51.2,61.1
A01620,L029,MATH04,2026-08-22,MATH04_L12,38,4,76.0,74.0
A01621,L029,MATH04,2026-04-21,MATH04_L16,35,4,78.6,75.4
A01622,L029,MATH04,2026-02-15,MATH04_L01,32,4,74.5,60.9
A01623,L029,MATH04,2025-10-18,MATH04_L15,41,3,60.2,54.7
A01624,L029,MATH04,2026-07-23,MATH04_L12,30,3,76.1,92.9
A01625,L029,MATH04,2025-10-03,MATH04_L13,48,3,81.3,96.1
A01626,L029,MATH04,2025-12-21,MATH04_L14,28,1,61.4,81.5
A01627,L029,MATH04,2025-12-18,MATH04_L16,34,3,62.1,70.4
A01628,L029,MATH04,2026-01-16,MATH04_L11,25,4,66.0,48.8
A01629,L029,MATH04,2026-01-24,MATH04_L11,18,2,62.3,64.4
A01630,L030,SCI01,2026-06-23,SCI01_L03,23,3,52.9,46.4
A01631,L030,SCI01,2026-06-17,SCI01_L08,50,3,84.6,91.3
A01632,L030,SCI01,2026-02-23,SCI01_L11,30,2,74.6,74.5
A01633,L030,SCI01,2025-09-25,SCI01_L01,32,4,67.3,58.3
A01634,L030,SCI01,2025-10-21,SCI01_L11,36,4,59.4,45.3
A01635,L030,SCI01,2026-04-24,SCI01_L01,21,3,76.1,73.0
A01636,L030,SCI01,2025-11-03,SCI01_L03,31,5,63.6,53.3
A01637,L030,SCI01,2026-04-14,SCI01_L08,39,4,88.2,93.9
A01638,L030,SCI01,2025-09-01,SCI01_L07,27,2,88.9,79.8
A01639,L030,SCI01,2025-12-13,SCI01_L12,21,3,68.9,89.2
A01640,L030,SCI01,2025-11-07,SCI01_L11,33,3,69.9,80.6
A01641,L030,SCI01,2026-02-02,SCI01_L03,50,5,62.0,65.1
A01642,L030,SCI01,2026-01-19,SCI01_L02,43,5,68.6,58.9
A01643,L030,SCI01,2026-08-02,SCI01_L06,25,4,64.4,72.4
A01644,L030,SCI01,2026-01-07,SCI01_L02,31,2,57.8,47.1
A01645,L030,SCI01,2026-03-10,SCI01_L11,29,3,73.1,53.5
A01646,L030,SCI01,2026-07-30,SCI01_L03,35,3,70.1,67.9
A01647,L030,SCI01,2025-09-27,SCI01_L07,29,2,70.1,91.8
A01648,L030,ELA01,2026-08-25,ELA01_L04,34,4,63.6,100.0
A01649,L030,ELA01,2026-04-08,ELA01_L11,39,3,58.7,52.2
A01650,L030,ELA01,2025-10-17,ELA01_L12,26,3,62.9,45.2
A01651,L030,ELA01,2025-10-19,ELA01_L01,36,4,76.2,70.6
A01652,L030,ELA01,2025-12-19,ELA01_L08,37,2,65.7,61.4
A01653,L030,ELA01,2025-10-10,ELA01_L03,28,1,61.8,77.8
A01654,L030,ELA01,2026-07-01,ELA01_L04,44,5,63.2,47.7
A01655,L030,ELA01,2026-05-24,ELA01_L11,56,5,59.9,59.6
A01656,L030,ELA01,2026-04-16,ELA01_L01,30,4,70.7,62.1
A01657,L030,ELA01,2025-09-05,ELA01_L12,25,3,52.4,38.8
